Link,Job Title,Company,Date Posted,Location,Requirements
https://ca.indeed.com/rc/clk?jk=5f054a35ce9b4349&bb=YfvWOX59IAjM3FXDG8yYVfwlcV_B2lT67n51d56OqzYOlaZBz-8EtTrMYBB8D55fu9rzNgzfW6ldDka_ME8rxC9TqnrjBlM56fYa_a6b7jOFW0XwC44EIoepnmhRTsHv&xkcb=SoCO67M3-rXmCgapFx0KbzkdCdPP&fccid=968e6f8574f80ef1&cmp=NLB-Technology-Services&ti=Data+Scientist&vjs=3,Healthcare Data Scientist,NLB Technology Services,EmployerActive 2 days ago,Remote,['Must Have:-']
https://ca.indeed.com/rc/clk?jk=65e23eb4f42200fc&bb=YfvWOX59IAjM3FXDG8yYVbz_DQhm1WjDePiIduM8qNO2hX1kelueTzCM1rYLwceFI374Qb_qVXQguLf8L6GVGnii9dvhb2_yjfXgtsIkGbf6FCcLUBuNNnysLLPWtt6Q&xkcb=SoCn67M3-rXmCgapFx0IbzkdCdPP&fccid=5e437a856d0ab1ba&vjs=3,Data Scientist,The Home Depot Canada,PostedPosted 2 days ago,"Toronto, ON","['Internal Candidates: Must fulfill minimum time-in-position (1 year) and performance management code requirements (M+, Meets Expectations and Consistently Demonstrates)', "" Master's in Computer Science, Math or related quantitative field (or BS/BA in Computer Science, Math or related quantitative field)"", ' 3 years of experience in data mining and statistical analysis, demonstrated ability to identify key insights from data to solve business problems', ' Experience using advanced statistical and machine learning techniques (clustering, decision tree learning, artificial neural networks, regression, properties of distributions, etc.) and their real-world advantages/drawbacks', ' Experience using statistical and data manipulation languages (e.g. Python, R, SQL)', ' Critical thinking, effective written and verbal communication skills']"
https://ca.indeed.com/rc/clk?jk=a496f23c6a445589&bb=YfvWOX59IAjM3FXDG8yYVXsicVLLZuWxu_H0pnxN5TcEos8R-xhPmn5FvPStFv9UfVHPcI360nRo2fZHbWXG2t2APyYNw3CkNXOHgaQj_LBgFO0C-l_UqQ4BLHSdZSHn&xkcb=SoC067M3-rXmCgapFx0MbzkdCdPP&fccid=ba45893f023ead9a&vjs=3,Data Associate,nomic,PostedPosted 30+ days ago,Remote,"[' 2+ years of industry experience building or running data pipelines or machine learning pipelines from the ground up for bioscience data, or having developed equivalent technical proficiency in an academic setting.', ' 1+ years of experience in software development, preferably full stack or backend.', ' Strong Engineering or Applied Sciences background (or a related technical field).', ' Familiarity with bayesian statistics, sampling methods, mixed models, and other statistical concepts, and ability to synthesize complex data into clear learnings.', ' Understanding of, and ideally first hand experience with analyzing data from, biotechnology tools and their associated methods, in particular in at least one of: sequencing, immunoassays, nucleic acid amplification, DNA nanoarchitecture and design, separation-based techniques for biological samples and compounds, biophysics / fluorescence / FRET, or signal processing.', ' Experience working collaboratively on data science problems with wet lab scientists, ideally in a scaling startup.', ' Ability to multitask at times, and extremely strong attention to detail when it comes to data quality.', ' Excellent communication skills (written, verbal, and in a codebase).', ' Fluency in English is required as our customers and vendors are primarily located in the USA. In addition, this position will interact with our team members within our USA entity.']"
https://ca.indeed.com/rc/clk?jk=c88b6f5323f52963&bb=YfvWOX59IAjM3FXDG8yYVRXl_Bl1QLvO-_VWcCsXC2Qkou5lXIEPeUu8vHVZ60TI-zB3GmvVnR23ij6j4VT8lBPMOdXM28krj_oxnskVJ8Q8Q-s7NPprV7CN36qNJ2ud&xkcb=SoDp67M3-rXmCgapFx0CbzkdCdPP&fccid=2cde65f06abd3e24&vjs=3,Data Scientist III,ARGO,PostedPosted 19 days ago,"Markham, ON","['At least 5 years of post-academic and/or recent industry experience in model development and statistical analysis of large datasets.', ""Master's or PhD degree in Data Science, Computer Science, or a related quantitative field or equivalent."", 'Proven track record of developing and deploying advanced predictive models and algorithms to solve real-world problems.']"
https://ca.indeed.com/rc/clk?jk=6d7962830e70288f&bb=YfvWOX59IAjM3FXDG8yYVe1gRDng8ccjCioxriaoYTbASeSU49N4tSowjEwa3zP4NKF3qyACJPhKcoYYzHnXOIU3SyaQb-sbMYYvuJU1-oC8-ZgcUxg_8Q%3D%3D&xkcb=SoB067M3-rXmCgapFx0BbzkdCdPP&fccid=bca1c8ed48c3b338&vjs=3,Computational Biology & AI Data Scientist,Roche,PostedPosted 15 days ago,"Mississauga, ON","[' You have prior postdoctoral or industry experience in computational biology, bioinformatics, or a related field.']"
https://ca.indeed.com/rc/clk?jk=a87e411618d14552&bb=YfvWOX59IAjM3FXDG8yYVb7giXAgebixHkp800F3g73JcaQjviMQ1UnV-jnVCj3Yg9-TNSp03p6W1bYPjsB0KZgDTBCL73QBk8uxu5egc_olgAIgdmQSM10SWMz7ICta&xkcb=SoBO67M3-rXmCgapFx0HbzkdCdPP&fccid=18a767da5af06fb4&cmp=Founding-Ventures&ti=Ai%2Fml+Engineer&vjs=3,Lead AI / ML / Data Science Engineer - Canada,Founding Teams,EmployerActive 2 days ago,Remote,"['Monday to Friday', 'Monday to Friday']"
https://ca.indeed.com/rc/clk?jk=11eb48f45a677f19&bb=5xG41deHfm-RH0PdcVOa7p6RRFJ2huH6dmKEI3DFOHgTyLTPYIB1ROv6LHil87bY6hWcdCjUhFQGaIprMPC0s8mGuYPgaGy_DEJ-PdBppN9rpzsbacGPBACEbovmf3Ok&xkcb=SoDc67M3-rXmPMWadB0JbzkdCdPP&fccid=01ea6d5c383607bc&vjs=3,Data & Analytics Specialist,Canlin Energy,PostedPosted 4 days ago,"Calgary, AB","[' Exposure to Ignition software.', ' Proficiency in Snowflake, DBT Cloud, Tableau, Python, and DataRobot or similar AI and machine learning platforms.', ' Proven ability to develop and maintain Tableau Dashboards, Streamlit applications, and use predictive analytics for operational enhancements. ', ' Strong analytical and problem-solving abilities, with a capacity to work independently as the primary analytics resource.', ' Excellent communication and interpersonal skills, capable of articulating the benefits of analytics and predictive modeling to diverse audiences.', ' Deep understanding of the operational challenges and opportunities in the Oil and Gas sector.']"
https://ca.indeed.com/rc/clk?jk=5f81762e78261e8c&bb=5xG41deHfm-RH0PdcVOa7g8Ckcg3f0hNbmEi6CkYJm-gZC6QOKsmujaz-pynO477u1R8fHf0PmUYXKXoqbr7R4wdZaMKigsD6mkQVqdGsojoyUylbHi_0oYiJkL-bJST&xkcb=SoDP67M3-rXmPMWadB0NbzkdCdPP&fccid=fb805c6a170f5f18&vjs=3,"Senior Analyst, AI - Data Engineering",Air Canada,PostedPosted 2 days ago,"Toronto, ON","['A relevant University degree/technical certification, and/or relevant experience commensurate to the role. ', ' 5+ years of software engineering experience with a minimum of 1 year working with modern data platforms and cloud technology as a data engineer collaborating on the development and implementation of machine Learning models.  ', 'Familiarity and/or strong interest in machine learning, statistical models, and AI. ', ' Strong background in cloud computing services like Microsoft Azure. ', ' Experience with real-time messaging systems (pub/sub, Kafka). ', ' Experience with writing automated and functional tests. ', ' Experience in feature engineering. ', ' Excellent business acumen and communication skills. ', ' Forward Thinking - Anticipating the implications and consequences of situations and taking appropriate action to be prepared for possible contingencies. ', ' Analytical Thinking - Approaching a problem by using a logical, systematic, sequential approach. ', ' Demonstrate significant technical depth to handle strategic technology priorities. ', ' Proficiency in (or in similar) technologies:\n\n Relational databases like SQL Server and non-relational databases like Cosmos. \n Python programming skills with good OOP, functional and/or analytical experience. \n Azure Databricks, Data Lake Store, Data Factory. \n Spark, including Delta Lake architecture principles to handle both batch and streaming data ingestion scenarios. \n', ' Relational databases like SQL Server and non-relational databases like Cosmos. ', ' Python programming skills with good OOP, functional and/or analytical experience. ', ' Azure Databricks, Data Lake Store, Data Factory. ', ' Spark, including Delta Lake architecture principles to handle both batch and streaming data ingestion scenarios. ', ' The ideal candidates should be members or qualify for admission to a provincial engineering professional association.']"
https://ca.indeed.com/rc/clk?jk=bfa04ba2aaf48ce5&bb=5xG41deHfm-RH0PdcVOa7hClL0hlWOH0Zkc4r5wlaKPQhkOKeAqQDeCiAe_RoLNdPZqFNVNgPzQiNylaHqfIUCbHH4zEMekUnR917jzeOSMNxlxYvrSla-WUYQLN3VK5&xkcb=SoCS67M3-rXmPMWadB0DbzkdCdPP&fccid=f26316af5f8654df&cmp=Data-Eaver&ti=Machine+Specialist&vjs=3,Machine Learning Specialist,Data Eaver,EmployerActive 7 days ago,Remote,"['Formal training or education in data science, statistics, computer science, ML, or artificial intelligence.', 'Production experience in assembling, normalizing, cleaning, and structuring large datasets for ML.', 'Production experience in training ML models and working with pre-trained models.', 'Production experience in analyzing, interpreting, and presenting ML outputs.', 'Production experience integrating ML capabilities with larger systems.', 'Experience with cloud-based ML services such as Amazon ML, Google ML, Azure ML, etc.', 'Experience with ML packages such as TensorFlow, PyTorch, etc.', 'Proficiency in programming for ML applications (Python, R, Java, Scala, etc.).', 'Experience working with cross-functional teams in an agile environment.']"
https://ca.indeed.com/rc/clk?jk=7b8fc8fbacbf477a&bb=5xG41deHfm-RH0PdcVOa7ny4eaR_7Cj5wz3u0zi9VQ46abtaUXiy_i_Z03cAKdounGHhFoPhYpupPZwnOfizP4aZK1awwl3B4FoK8-PX_jYZu8FpdT2ywzuqrDV3iFAI&xkcb=SoA167M3-rXmPMWadB0GbzkdCdPP&fccid=58a5c712f6748652&cmp=Pyrethra&ti=Data+Scientist&vjs=3,Data Scientist/AI Contractor,Pyrethra,EmployerActive 2 days ago,"Greater Toronto Area, ON",['Elaborate on past job experience in a data science/ AI role']
https://ca.indeed.com/rc/clk?jk=6101ec1fd07ff45a&bb=5xG41deHfm-RH0PdcVOa7t44PlwKvhkNbLbwNMZuuG6FZtNYiLzy0gHLE8JNpMVRJl1Q1L3MJH9W2XPMlh76JCRGk63u229wOLgS7nJ6Kh5JPH4t-OhRKw%3D%3D&xkcb=SoCo67M3-rXmPMWadB0FbzkdCdPP&fccid=3a71a4d2f7990a25&vjs=3,DATA SCIENCE SR CONSULTANT,Allstate,PostedPosted 17 days ago,"Hybrid work in Markham, ON","['Master / PhD in a Quantitative study or equivalent.', ' Minimum 7+ Years of experience solving business problem using machine learning / AI approaches.', ' Proficiency in programming language Python (preferred) or R.', ' Extensive experience leveraging various packages and tooling for statistical analysis and machine learning.', ' Strong problem-solving skills with emphasis on ability to execute.', ' Excellent communication and presentation skills, with the ability to convey complex ideas to a clear and concise language to the business stakeholders.', ' Modeling experience must include regression and classification problems with full end to end implementation and value quantification / delivered.', 'Insurance / Financial services / Telco Domain Knowledge would be an asset.', ' Knowledge of big data infrastructure and related technology would be a plus.', ' Experience in forecasting, stochastic models, clustering model, simulations, language models, image models would be an asset.']"
https://ca.indeed.com/rc/clk?jk=acc3b1c7ba35efd2&bb=5xG41deHfm-RH0PdcVOa7v2JuRJJUDWazRqOaYzwsWgIgbrXKTk1m59_xDqpEGZLBiKglzIkgJG24IHQvCPxHlucQZL9pDbT6e71ZXIifB6n5pKeZsPria4u_kDzE8Zw&xkcb=SoAc67M3-rXmPMWadB0EbzkdCdPP&fccid=ac2ee5578fa99fc9&vjs=3,Binance Accelerator Program - Data Scientist (Chatbot),Binance,PostedPosted 22 days ago,Remote,"[' Rich experience in NLP, including question answering systems, search systems, knowledge graphs, etc', ' Proficient in at least one programming language, such as C/C++, Java, Python, etc', ' Familiar with the principles of general machine learning algorithms, and use TensorFlow, Torch, Caffe and other deep learning frameworks', ' Familiar with the latest LLM technology, with training or application experience', ' Good tracking of international cutting-edge technology, proficient in reading English documents of international conferences and journals and applying them to engineering practice', ' Have a sense of teamwork and cooperate well with others']"
https://ca.indeed.com/rc/clk?jk=ff2fba0b805e332a&bb=TPjcKxFshvnqjojjTcSXA7mNVqgj6m2VhvbJQHnaUy6fbP72cmXbX7PG98GV9yUbw0O1w4EfW59JqBfJVlSdVh_hEg_o9LIUBlwIxoO0lNQtdQpnlO557Qjw7LHsnqDp&xkcb=SoD567M3-rXmIjapGh0MbzkdCdPP&fccid=367ae0b0728910f4&vjs=3,"Junior Research Analyst - Data science, Mixed Methods",McGill University,PostedPosted 19 days ago,"Montréal, QC","['\n\n     using and structuring research based on established research methodologies\n   ', '\n\n     analyzing data to answer social scientific research questions\n   ', '\n\n     translating and disseminating research knowledge into digestible, accessible and high-utility research products including reports, summaries, and articles\n   ', '\n\n     coordinating and openly communicating with team members on investigations\n   ', '\n\n     Basic familiarity with the Canadian information ecosystem\n   ', '\n\n     Working in small teams to conduct research and perform data analysis\n   ', '\n\n     Collaborate and coordinate with social media communications team to enable dynamic, simplified research dissemination for the general public\n   ', '\n\n     Support qualitative research activities, e.g., interviewing, qualitative coding, theory generation, etc.\n   ']"
